,title,keywords,period,ratio
134,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2017-10-01,17.05678
135,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2017-11-01,1.51747
136,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2017-12-01,0.60903
137,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-01-01,0.32008
138,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-02-01,0.41677
139,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-03-01,0.27213
140,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-04-01,0.44664
141,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-05-01,0.3058
142,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-06-01,29.22144
143,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-07-01,33.74309
144,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-08-01,100.0
145,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-09-01,17.06367
146,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-10-01,42.32818
147,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-11-01,0.68256
148,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2018-12-01,0.293
149,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-01-01,0.22662
150,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-02-01,0.33286
151,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-03-01,0.34672
152,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-04-01,0.59847
153,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-05-01,1.4391
154,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-06-01,1.97963
155,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-07-01,41.24936
156,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-08-01,55.13006
157,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-09-01,98.45537
158,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-10-01,35.71637
159,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-11-01,1.93917
160,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2019-12-01,0.58857
161,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-01-01,4.41574
162,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-02-01,0.29829
163,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-03-01,19.90103
164,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-04-01,0.71167
165,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-05-01,6.72502
166,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-06-01,3.89859
167,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-07-01,4.78887
168,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-08-01,88.06944
169,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-09-01,61.92374
170,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-10-01,6.52092
171,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-11-01,4.11105
172,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2020-12-01,0.27492
173,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-01-01,2.23706
174,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-02-01,0.3008
175,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-03-01,0.23619
176,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-04-01,0.8876
177,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-05-01,0.94179
178,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-06-01,2.41473
179,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-07-01,7.04428
180,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-08-01,22.4202
181,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-09-01,25.73206
182,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-10-01,1.98835
183,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-11-01,0.32526
184,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2021-12-01,0.41425
185,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-01-01,0.16603
186,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-02-01,0.13002
187,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-03-01,0.49675
188,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-04-01,1.5138
189,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-05-01,0.30384
190,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-06-01,1.61
191,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-07-01,12.61808
192,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-08-01,15.60737
193,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-09-01,82.08413
194,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-10-01,1.54344
195,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-11-01,0.29894
196,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2022-12-01,0.14705
197,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-01-01,0.11774
198,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-02-01,0.09007
199,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-03-01,0.12032
200,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-04-01,0.44263
201,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-05-01,9.6186
202,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-06-01,2.94207
203,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-07-01,8.09822
204,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-08-01,88.17069
205,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-09-01,5.49373
206,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-10-01,1.34406
207,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-11-01,0.46681
208,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2023-12-01,0.13196
209,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-01-01,0.08324
210,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-02-01,0.08654
211,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-03-01,0.12279
212,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-04-01,0.1675
213,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-05-01,0.88155
214,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-06-01,1.25963
215,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-07-01,9.18425
216,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-08-01,29.43276
217,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-09-01,25.2138
218,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-10-01,10.64496
219,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-11-01,2.20186
220,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2024-12-01,0.11487
221,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2025-01-01,0.07248
222,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2025-02-01,0.06866
223,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2025-03-01,0.15218
224,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2025-04-01,0.32565
225,태풍,"태풍, 태풍 피해, 태풍 강도, 태풍 피해 농가, 태풍 농작물, 태풍 수확, 태풍 침수, 태풍 경로, 태풍 피해 복구, 태풍 경보",2025-05-01,0.19178
226,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-01-01,0.64483
227,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-02-01,0.05447
228,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-03-01,0.01616
229,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-04-01,0.0071
230,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-05-01,0.00889
231,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-06-01,0.00844
232,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-07-01,0.0081
233,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-08-01,0.01079
234,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-09-01,0.00912
235,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-10-01,0.01475
236,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-11-01,0.13043
237,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2016-12-01,0.11345
238,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-01-01,0.33745
239,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-02-01,0.04161
240,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-03-01,0.00578
241,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-04-01,0.00474
242,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-05-01,0.00579
243,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-06-01,0.00692
244,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-07-01,0.00663
245,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-08-01,0.00556
246,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-09-01,0.00405
247,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-10-01,0.00982
248,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-11-01,0.23894
249,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2017-12-01,0.67479
250,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-01-01,1.00143
251,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-02-01,0.20956
252,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-03-01,0.01574
253,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-04-01,0.00771
254,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-05-01,0.00708
255,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-06-01,0.00871
256,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-07-01,0.01516
257,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-08-01,0.05378
258,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-09-01,0.05716
259,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-10-01,0.05273
260,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-11-01,0.04347
261,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2018-12-01,0.32696
262,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-01-01,0.09342
263,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-02-01,0.04968
264,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-03-01,0.03071
265,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-04-01,0.0346
266,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-05-01,0.01775
267,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-06-01,0.00911
268,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-07-01,0.00817
269,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-08-01,0.00717
270,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-09-01,0.00634
271,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-10-01,0.11753
272,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-11-01,0.154
273,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2019-12-01,0.15039
274,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2020-01-01,0.05797
275,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2020-02-01,0.08811
276,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2020-03-01,0.01169
277,한파,"한파, 한파 피해, 한파 주의보, 한파 경보, 한파 농작물, 한파 작황, 한파 피해 복구, 겨울 한파, 강추위, 작물 동해",2020-04-01,0.01076
